Sr No,Sku,Date,Event Type,From Facility,To Facility,Qty,Good Stock Opening,Good Stock Closing,Bad Stock Opening,Bad Stock Closing,Entity,Object,Action,User
597,1319,08-02-2021 14:36:53,Add Stock,All defective,,2,5,7,0,0,GRN,GRN19506,Stock added for grn GRN19506,akshayjoshi5423@gmail.com
598,Real-buds-air-neo-blu-tru-wir-hea-Wht,08-02-2021 14:36:53,Add Stock,All defective,,2,12,14,0,0,GRN,GRN19506,Stock added for grn GRN19506,akshayjoshi5423@gmail.com
599,Eureka-Fob-Multi-Clean-Vaccum-Cleaner,08-02-2021 14:36:53,Add Stock,All defective,,1,8,9,0,0,GRN,GRN19506,Stock added for grn GRN19506,akshayjoshi5423@gmail.com
600,WCMS8-1724,08-02-2021 17:30:06,Reduce Stock,default,,1,7,6,0,0,Order,12713546290/13169088786,Stock reduced for shipped order 12713546290/13169088786,
601,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:20,Reduce Stock,Flipkart_smart fullfilment,,1,5,4,31,31,Order,OD120945558118019000/12094555811801900,Stock reduced for shipped order OD120945558118019000/12094555811801900,
602,08466-424,08-02-2021 17:48:20,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,2,2,Order,OD120948467884173000/12094846788417300,Stock reduced for shipped order OD120948467884173000/12094846788417300,
603,410167-BAJ-GLO-500W-MIX-GRN,08-02-2021 17:48:21,Reduce Stock,Flipkart_smart fullfilment,,1,5,4,20,20,Order,OD120948222563772000/12094822256377200,Stock reduced for shipped order OD120948222563772000/12094822256377200,
604,410167-BAJ-GLO-500W-MIX-GRN,08-02-2021 17:48:21,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,20,20,Order,OD120948222013066000/12094822201306600,Stock reduced for shipped order OD120948222013066000/12094822201306600,
605,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:21,Reduce Stock,Flipkart_smart fullfilment,,1,4,3,31,31,Order,OD220947787256314000/22094778725631402,Stock reduced for shipped order OD220947787256314000/22094778725631402,
606,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:24,Reduce Stock,Flipkart_smart fullfilment,,1,3,2,31,31,Order,OD120946117244988000/12094611724498800,Stock reduced for shipped order OD120946117244988000/12094611724498800,
607,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:24,Reduce Stock,Flipkart_smart fullfilment,,1,2,1,31,31,Order,OD120946573293377000/12094657329337700,Stock reduced for shipped order OD120946573293377000/12094657329337700,
608,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,31,31,Order,OD120946480159457000/12094648015945700,Stock reduced for shipped order OD120946480159457000/12094648015945700,
609,410176-BAJ-GX3-500W-MIX-GRN,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,10,9,4,4,Order,OD120946896191662000/12094689619166200,Stock reduced for shipped order OD120946896191662000/12094689619166200,
610,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120946953709216000/12094695370921600,Stock reduced for shipped order OD120946953709216000/12094695370921600,
611,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120946921155435000/12094692115543500,Stock reduced for shipped order OD120946921155435000/12094692115543500,
612,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220955764402640000/22095576440264004,Stock reduced for shipped order OD220955764402640000/22095576440264004,
613,410176-BAJ-GX3-500W-MIX-GRN,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,9,8,4,4,Order,OD220956293442241000/22095629344224100,Stock reduced for shipped order OD220956293442241000/22095629344224100,
614,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:25,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956192274222000/12095619227422200,Stock reduced for shipped order OD120956192274222000/12095619227422200,
615,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:29,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956190786860000/12095619078686000,Stock reduced for shipped order OD120956190786860000/12095619078686000,
616,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:30,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956170034285000/12095617003428500,Stock reduced for shipped order OD120956170034285000/12095617003428500,
617,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:30,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956351357432000/12095635135743200,Stock reduced for shipped order OD120956351357432000/12095635135743200,
618,410176-BAJ-GX3-500W-MIX-GRN,08-02-2021 17:48:30,Reduce Stock,Flipkart_smart fullfilment,,1,8,7,4,4,Order,OD120957097642370000/12095709764237000,Stock reduced for shipped order OD120957097642370000/12095709764237000,
619,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:30,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220957622336948000/22095762233694800,Stock reduced for shipped order OD220957622336948000/22095762233694800,
620,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:31,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956596243153000/12095659624315300,Stock reduced for shipped order OD120956596243153000/12095659624315300,
621,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:31,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220953168007915000/22095316800791500,Stock reduced for shipped order OD220953168007915000/22095316800791500,
622,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:31,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120956543991337000/12095654399133700,Stock reduced for shipped order OD120956543991337000/12095654399133700,
623,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220955140895940000/22095514089594000,Stock reduced for shipped order OD220955140895940000/22095514089594000,
624,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120954525802547000/12095452580254703,Stock reduced for shipped order OD120954525802547000/12095452580254703,
625,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220954526150158000/22095452615015800,Stock reduced for shipped order OD220954526150158000/22095452615015800,
626,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:34,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120954012324004000/12095401232400400,Stock reduced for shipped order OD120954012324004000/12095401232400400,
627,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120954138664655000/12095413866465500,Stock reduced for shipped order OD120954138664655000/12095413866465500,
628,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:35,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220953955100583000/22095395510058300,Stock reduced for shipped order OD220953955100583000/22095395510058300,
629,09916-1724,08-02-2021 17:48:35,Reduce Stock,Flipkart_smart fullfilment,,1,1,0,5,5,Order,OD120955416569424000/12095541656942400,Stock reduced for shipped order OD120955416569424000/12095541656942400,
630,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:38,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120953607981859000/12095360798185906,Stock reduced for shipped order OD120953607981859000/12095360798185906,
631,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120952876607116000/12095287660711600,Stock reduced for shipped order OD120952876607116000/12095287660711600,
632,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220961070004934000/22096107000493400,Stock reduced for shipped order OD220961070004934000/22096107000493400,
633,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220957997322029000/22095799732202902,Stock reduced for shipped order OD220957997322029000/22095799732202902,
634,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:39,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120959082939365000/12095908293936500,Stock reduced for shipped order OD120959082939365000/12095908293936500,
635,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:45,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120948006517055000/12094800651705500,Stock reduced for shipped order OD120948006517055000/12094800651705500,
636,WCHS4-1424,08-02-2021 17:48:45,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,0,0,Order,OD120948712229715000/12094871222971500,Stock reduced for shipped order OD120948712229715000/12094871222971500,
637,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:45,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120947443023169000/12094744302316900,Stock reduced for shipped order OD120947443023169000/12094744302316900,
638,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:46,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120947480507368000/12094748050736800,Stock reduced for shipped order OD120947480507368000/12094748050736800,
639,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:46,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120944614334952000/12094461433495200,Stock reduced for shipped order OD120944614334952000/12094461433495200,
640,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:46,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120944532374255000/12094453237425500,Stock reduced for shipped order OD120944532374255000/12094453237425500,
641,BAJ-MIX-GRD-REX-500W,08-02-2021 17:48:47,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120945971036463000/12094597103646300,Stock reduced for shipped order OD120945971036463000/12094597103646300,
642,410176-BAJ-GX3-500W-MIX-GRN,09-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,7,7,4,4,Order,OD220964709842778000/22096470984277800,Stock blocked for new order OD220964709842778000/22096470984277800,
643,BAJ-MIX-GRD-REX-500W,09-02-2021 02:30:13,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220966027252807000/22096602725280700,Stock blocked for new order OD220966027252807000/22096602725280700,
644,BAJ-MIX-GRD-REX-500W,09-02-2021 02:30:14,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220965518039000000/22096551803900000,Stock blocked for new order OD220965518039000000/22096551803900000,
645,BAJ-MIX-GRD-REX-500W,09-02-2021 02:30:14,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120965380556749000/12096538055674900,Stock blocked for new order OD120965380556749000/12096538055674900,
646,BAJ-MIX-GRD-REX-500W,09-02-2021 02:30:14,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120965265766932000/12096526576693200,Stock blocked for new order OD120965265766932000/12096526576693200,
647,410167-BAJ-GLO-500W-MIX-GRN,09-02-2021 02:30:15,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,20,20,Order,OD120964648598673000/12096464859867300,Stock blocked for new order OD120964648598673000/12096464859867300,
648,410167-BAJ-GLO-500W-MIX-GRN,09-02-2021 02:30:15,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,20,20,Order,OD120964493408129000/12096449340812900,Stock blocked for new order OD120964493408129000/12096449340812900,
649,08466-424,09-02-2021 02:30:15,Stock Blocked,Flipkart_smart fullfilment,,1,3,3,2,2,Order,OD220876538763773000/22087653876377301,Stock blocked for new order OD220876538763773000/22087653876377301,
650,05604-024,09-02-2021 02:30:16,Stock Blocked,Flipkart_smart fullfilment,,1,2,2,0,0,Order,OD120965966992115000/12096596699211500,Stock blocked for new order OD120965966992115000/12096596699211500,
651,BAJ-MIX-GRD-REX-500W,09-02-2021 04:00:05,Stock Blocked,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD220969651213570000/22096965121357000,Stock blocked for new order OD220969651213570000/22096965121357000,
652,BAJ-MIX-GRD-REX-500W,09-02-2021 05:40:16,Reduce Stock,Flipkart_smart fullfilment,,1,0,0,31,31,Order,OD120952831656314000/12095283165631400,Stock reduced for shipped order OD120952831656314000/12095283165631400,
653,Usha-Ind-Cook-Top-3820-Blk,09-02-2021 06:08:43,Stock Blocked,All defective,,2,3,3,0,0,Order,Offline Sale00003541,Stock blocked for new order Offline Sale00003541,akshayjoshi5423@gmail.com
654,Usha-Ind-Cook-Top-3820-Blk,09-02-2021 06:09:13,Reduce Stock,All defective,,2,3,1,0,0,Order,Offline Sale00003541,Stock reduced for shipped order Offline Sale00003541,akshayjoshi5423@gmail.com
655,wond-roy-set-5,09-02-2021 07:17:19,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
656,Usha-Ind-Cook-Top-3820-Blk,09-02-2021 07:17:19,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
657,Baj-Ivo-Cris-Red-800-3-Jar-Mar,09-02-2021 07:17:19,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
658,270041-SWX-4,09-02-2021 07:17:19,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
659,Pig-Stv-Non-Stk-Biri-Pot-4-L,09-02-2021 07:17:19,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
660,Wond-Nutri-CKM-3Jar-Red,09-02-2021 07:17:19,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
661,Baj-New-Maj-Inst-1-Lit-Wat-Hea-Wht,09-02-2021 07:17:19,Stock Blocked,All defective,,2,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
662,Won-5-Blad-Strg-Chop-Red-Wht,09-02-2021 07:17:19,Stock Blocked,All defective,,1,22,22,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
663,Phi-HP-8143-Hai-Dry-Pink,09-02-2021 07:17:19,Stock Blocked,All defective,,1,2,2,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
664,AO HSE-HAS 15Ltr,09-02-2021 07:17:19,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
665,10200,09-02-2021 07:17:20,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
666,1039,09-02-2021 07:17:20,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
667,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 07:17:20,Stock Blocked,All defective,,1,3,3,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
668,1178,09-02-2021 07:17:20,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
669,BAJ-MIX-GRD-REX-500W,09-02-2021 07:17:20,Stock Blocked,All defective,,1,6,6,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
670,Wond Nutri 400 3 Jars Red,09-02-2021 07:17:20,Stock Blocked,All defective,,1,3,3,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
671,Won-Lux-Wok-24cm,09-02-2021 07:17:20,Stock Blocked,All defective,,1,1,1,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
672,1180,09-02-2021 07:17:20,Stock Blocked,All defective,,2,2,2,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
673,CAR-MINI-2-0-SUN-RED-HINDI,09-02-2021 07:17:20,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
674,Real-buds-air-neo-blu-tru-wir-hea-Wht,09-02-2021 07:17:20,Stock Blocked,All defective,,2,14,14,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
675,41587,09-02-2021 07:17:21,Stock Blocked,All defective,,1,4,4,0,0,Order,Offline Sale00003542,Stock blocked for new order Offline Sale00003542,akshayjoshi5423@gmail.com
676,Real-buds-air-neo-blu-tru-wir-hea-Wht,09-02-2021 07:17:52,Reduce Stock,All defective,,2,14,12,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
677,1180,09-02-2021 07:17:52,Reduce Stock,All defective,,2,2,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
678,1039,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
679,1178,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
680,wond-roy-set-5,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
681,Won-Lux-Wok-24cm,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
682,AO HSE-HAS 15Ltr,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
683,270041-SWX-4,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
684,Pig-Stv-Non-Stk-Biri-Pot-4-L,09-02-2021 07:17:52,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
685,Won-5-Blad-Strg-Chop-Red-Wht,09-02-2021 07:17:52,Reduce Stock,All defective,,1,22,21,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
686,Wond Nutri 400 3 Jars Red,09-02-2021 07:17:52,Reduce Stock,All defective,,1,3,2,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
687,41587,09-02-2021 07:17:52,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
688,Phi-HP-8143-Hai-Dry-Pink,09-02-2021 07:17:52,Reduce Stock,All defective,,1,2,1,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
689,Wond-Nutri-CKM-3Jar-Red,09-02-2021 07:17:52,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
690,10200,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
691,Baj-Ivo-Cris-Red-800-3-Jar-Mar,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
692,BAJ-MIX-GRD-REX-500W,09-02-2021 07:17:52,Reduce Stock,All defective,,1,6,5,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
693,Wond-Nutri-Blen-FP-Comp-Food-Proc-Blk,09-02-2021 07:17:52,Reduce Stock,All defective,,1,3,2,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
694,Usha-Ind-Cook-Top-3820-Blk,09-02-2021 07:17:52,Reduce Stock,All defective,,1,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
695,Baj-New-Maj-Inst-1-Lit-Wat-Hea-Wht,09-02-2021 07:17:52,Reduce Stock,All defective,,2,1,0,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
696,CAR-MINI-2-0-SUN-RED-HINDI,09-02-2021 07:17:52,Reduce Stock,All defective,,1,4,3,0,0,Order,Offline Sale00003542,Stock reduced for shipped order Offline Sale00003542,akshayjoshi5423@gmail.com
